iterations,question,value,prob
128,Ambiguity/Model Uncertainty,0.453738433,0.611527711
129,Ambiguity/Model Uncertainty,0.39407197,0.597262558
130,Ambiguity/Model Uncertainty,0.233475928,0.558105273
131,Ambiguity/Model Uncertainty,0.320803922,0.579520162
132,Ambiguity/Model Uncertainty,0.470387695,0.615475515
133,Ambiguity/Model Uncertainty,0.46056353,0.613147853
134,Ambiguity/Model Uncertainty,0.323409286,0.580154896
135,Ambiguity/Model Uncertainty,0.406182904,0.600172259
136,Ambiguity/Model Uncertainty,0.46569746,0.614364899
137,Ambiguity/Model Uncertainty,0.327943682,0.581258959
138,Ambiguity/Model Uncertainty,0.208816041,0.552015141
139,Ambiguity/Model Uncertainty,0.285078852,0.57079093
140,Ambiguity/Model Uncertainty,0.394731706,0.59742124
141,Ambiguity/Model Uncertainty,0.396108328,0.597752286
142,Ambiguity/Model Uncertainty,0.236164071,0.55876813
143,Ambiguity/Model Uncertainty,0.283012497,0.570284622
144,Ambiguity/Model Uncertainty,0.217227287,0.554094274
145,Ambiguity/Model Uncertainty,0.231943845,0.557727392
146,Ambiguity/Model Uncertainty,0.626876187,0.65178081
147,Ambiguity/Model Uncertainty,0.288493604,0.571627302
148,Ambiguity/Model Uncertainty,0.480724889,0.617919032
149,Ambiguity/Model Uncertainty,0.419974067,0.603477044
150,Ambiguity/Model Uncertainty,0.221643726,0.555185198
151,Ambiguity/Model Uncertainty,0.304513269,0.57554545
152,Ambiguity/Model Uncertainty,0.239800201,0.559664411
153,Ambiguity/Model Uncertainty,0.475022468,0.616571816
154,Ambiguity/Model Uncertainty,0.342423177,0.584779021
155,Ambiguity/Model Uncertainty,0.356607985,0.588219076
156,Ambiguity/Model Uncertainty,0.248548885,0.5618193
157,Ambiguity/Model Uncertainty,0.236854455,0.558938334
158,Ambiguity/Model Uncertainty,0.409052257,0.600860606
159,Ambiguity/Model Uncertainty,0.294979638,0.573214791
160,Ambiguity/Model Uncertainty,0.361117266,0.589310866
161,Ambiguity/Model Uncertainty,0.291033998,0.572249254
162,Ambiguity/Model Uncertainty,0.251380036,0.562516146
163,Ambiguity/Model Uncertainty,0.31084892,0.577092459
164,Ambiguity/Model Uncertainty,0.319608071,0.579228733
165,Ambiguity/Model Uncertainty,0.303721043,0.575351904
166,Ambiguity/Model Uncertainty,0.383483213,0.594712936
167,Ambiguity/Model Uncertainty,0.284493254,0.570647459
168,Ambiguity/Model Uncertainty,0.455813678,0.612020596
169,Ambiguity/Model Uncertainty,0.370524367,0.591585678
170,Ambiguity/Model Uncertainty,0.399207714,0.59849729
171,Ambiguity/Model Uncertainty,0.37125325,0.591761773
172,Ambiguity/Model Uncertainty,0.347678138,0.58605442
173,Ambiguity/Model Uncertainty,0.423837209,0.604401095
174,Ambiguity/Model Uncertainty,0.268233647,0.566659217
175,Ambiguity/Model Uncertainty,0.31145963,0.5772415
176,Ambiguity/Model Uncertainty,0.319059319,0.579094984
177,Ambiguity/Model Uncertainty,0.385372845,0.595168311
178,Ambiguity/Model Uncertainty,0.384161237,0.594876349
179,Ambiguity/Model Uncertainty,0.510853098,0.625006439
180,Ambiguity/Model Uncertainty,0.304849811,0.575627663
181,Ambiguity/Model Uncertainty,0.440047558,0.608270363
182,Ambiguity/Model Uncertainty,0.349938555,0.586602679
183,Ambiguity/Model Uncertainty,0.373247737,0.592243513
184,Ambiguity/Model Uncertainty,0.261601083,0.565029833
185,Ambiguity/Model Uncertainty,0.682408846,0.664276115
186,Ambiguity/Model Uncertainty,0.150819257,0.537633506
187,Ambiguity/Model Uncertainty,0.431092598,0.606134541
188,Ambiguity/Model Uncertainty,0.341280518,0.584501543
189,Ambiguity/Model Uncertainty,0.394122068,0.597274608
190,Ambiguity/Model Uncertainty,0.471500106,0.61573875
191,Ambiguity/Model Uncertainty,0.325730771,0.580720247
192,Ambiguity/Model Uncertainty,0.403769166,0.599592905
193,Ambiguity/Model Uncertainty,0.177913864,0.544361512
194,Ambiguity/Model Uncertainty,0.32779696,0.581223247
195,Ambiguity/Model Uncertainty,0.377107111,0.593175184
196,Ambiguity/Model Uncertainty,0.208104537,0.551839184
197,Ambiguity/Model Uncertainty,0.455412597,0.611925354
198,Ambiguity/Model Uncertainty,0.385302139,0.595151275
199,Ambiguity/Model Uncertainty,0.50195445,0.622918524
200,Ambiguity/Model Uncertainty,0.545847097,0.63317155
201,Ambiguity/Model Uncertainty,0.346132858,0.585679494
202,Ambiguity/Model Uncertainty,0.279978538,0.569540962
203,Ambiguity/Model Uncertainty,0.478044166,0.617285927
204,Ambiguity/Model Uncertainty,0.362328381,0.589603952
205,Ambiguity/Model Uncertainty,0.473958814,0.616320325
206,Ambiguity/Model Uncertainty,0.364933166,0.590234088
207,Ambiguity/Model Uncertainty,0.368129674,0.591006965
208,Ambiguity/Model Uncertainty,0.289072797,0.571769123
209,Ambiguity/Model Uncertainty,0.357091627,0.588336217
210,Ambiguity/Model Uncertainty,0.411175283,0.601369656
211,Ambiguity/Model Uncertainty,0.45499716,0.611826695
212,Ambiguity/Model Uncertainty,0.40427049,0.599713257
213,Ambiguity/Model Uncertainty,0.265026124,0.565871421
214,Ambiguity/Model Uncertainty,0.316621457,0.578500655
215,Ambiguity/Model Uncertainty,0.288956416,0.571740627
216,Ambiguity/Model Uncertainty,0.28815048,0.57154328
217,Ambiguity/Model Uncertainty,0.402776453,0.59935455
218,Ambiguity/Model Uncertainty,0.358309493,0.588631148
219,Ambiguity/Model Uncertainty,0.488166654,0.619674448
220,Ambiguity/Model Uncertainty,0.625707236,0.651515455
221,Ambiguity/Model Uncertainty,0.188529137,0.546993176
222,Ambiguity/Model Uncertainty,0.266237869,0.566169075
223,Ambiguity/Model Uncertainty,0.441329225,0.608575713
224,Ambiguity/Model Uncertainty,0.299284669,0.574267639
225,Ambiguity/Model Uncertainty,0.363392161,0.589861332
226,Ambiguity/Model Uncertainty,0.327092976,0.581051885
227,Ambiguity/Model Uncertainty,0.446456575,0.609796423
228,Ambiguity/Model Uncertainty,0.299629958,0.574352055
229,Ambiguity/Model Uncertainty,0.246634551,0.561347977
230,Ambiguity/Model Uncertainty,0.324904412,0.580519028
231,Ambiguity/Model Uncertainty,0.410827418,0.601286262
232,Ambiguity/Model Uncertainty,0.284989939,0.570769147
233,Ambiguity/Model Uncertainty,0.286287967,0.571087124
234,Ambiguity/Model Uncertainty,0.278226467,0.569111365
235,Ambiguity/Model Uncertainty,0.28901731,0.571755537
236,Ambiguity/Model Uncertainty,0.328368863,0.581362443
237,Ambiguity/Model Uncertainty,0.257410401,0.563999605
238,Ambiguity/Model Uncertainty,0.2882967,0.571579086
239,Ambiguity/Model Uncertainty,0.155079874,0.538692454
240,Ambiguity/Model Uncertainty,0.198564289,0.54947861
241,Ambiguity/Model Uncertainty,0.340421915,0.584293007
242,Ambiguity/Model Uncertainty,0.284501651,0.570649516
243,Ambiguity/Model Uncertainty,0.292288389,0.572556276
244,Ambiguity/Model Uncertainty,0.189293933,0.547182679
245,Ambiguity/Model Uncertainty,0.438823804,0.607978731
246,Ambiguity/Model Uncertainty,0.363359749,0.58985349
247,Ambiguity/Model Uncertainty,0.393014465,0.597008159
248,Ambiguity/Model Uncertainty,0.288600435,0.571653462
249,Ambiguity/Model Uncertainty,0.394088996,0.597266653
250,Ambiguity/Model Uncertainty,0.270331093,0.567174186
251,Ambiguity/Model Uncertainty,0.40050524,0.598809043
252,Ambiguity/Model Uncertainty,0.343908802,0.585139704
253,Ambiguity/Model Uncertainty,0.383850881,0.594801552
254,Ambiguity/Model Uncertainty,0.296383294,0.573558146
255,Ambiguity/Model Uncertainty,0.422005415,0.603963028
256,Ambiguity/Model Uncertainty,0.433688627,0.606754134
257,Ambiguity/Model Uncertainty,0.405232894,0.599944267
258,Ambiguity/Model Uncertainty,0.359116208,0.588826476
259,Ambiguity/Model Uncertainty,0.410977563,0.601322257
260,Ambiguity/Model Uncertainty,0.366690106,0.59065895
261,Ambiguity/Model Uncertainty,0.270135236,0.567126105
262,Ambiguity/Model Uncertainty,0.374689522,0.592591644
263,Ambiguity/Model Uncertainty,0.356675504,0.58823543
264,Ambiguity/Model Uncertainty,0.464094725,0.613985108
265,Ambiguity/Model Uncertainty,0.251626224,0.56257673
266,Ambiguity/Model Uncertainty,0.437521367,0.607668264
267,Ambiguity/Model Uncertainty,0.32055012,0.579458315
268,Ambiguity/Model Uncertainty,0.125794517,0.531407224
269,Ambiguity/Model Uncertainty,0.184437388,0.545979081
270,Ambiguity/Model Uncertainty,0.196010188,0.548846258
271,Ambiguity/Model Uncertainty,0.543496158,0.632625338
272,Ambiguity/Model Uncertainty,0.387329727,0.595639721
273,Ambiguity/Model Uncertainty,0.21205196,0.552815231
274,Ambiguity/Model Uncertainty,0.403700883,0.599576511
275,Ambiguity/Model Uncertainty,0.205474312,0.551188607
276,Ambiguity/Model Uncertainty,0.191116109,0.547634128
277,Ambiguity/Model Uncertainty,0.258090621,0.564166866
278,Ambiguity/Model Uncertainty,0.324707349,0.580471039
279,Ambiguity/Model Uncertainty,0.228407028,0.556854796
280,Ambiguity/Model Uncertainty,0.379747263,0.593812144
281,Ambiguity/Model Uncertainty,0.218759282,0.554472758
282,Ambiguity/Model Uncertainty,0.122585017,0.530607935
283,Ambiguity/Model Uncertainty,0.151053004,0.537691611
284,Ambiguity/Model Uncertainty,0.336812962,0.583416146
285,Ambiguity/Model Uncertainty,0.56578746,0.637790587
286,Ambiguity/Model Uncertainty,0.427498085,0.605276076
287,Ambiguity/Model Uncertainty,0.428252604,0.605456329
288,Ambiguity/Model Uncertainty,0.3709219,0.591681723
289,Ambiguity/Model Uncertainty,0.221279022,0.55509513
290,Ambiguity/Model Uncertainty,0.50923039,0.624626043
291,Ambiguity/Model Uncertainty,0.322955783,0.58004443
292,Ambiguity/Model Uncertainty,0.357648098,0.588470986
293,Ambiguity/Model Uncertainty,0.366523384,0.590618639
294,Ambiguity/Model Uncertainty,0.360667944,0.589202115
295,Ambiguity/Model Uncertainty,0.288187886,0.57155244
296,Ambiguity/Model Uncertainty,0.497724593,0.621924453
297,Ambiguity/Model Uncertainty,0.406945406,0.600355219
298,Ambiguity/Model Uncertainty,0.346377008,0.585738738
299,Ambiguity/Model Uncertainty,0.379258308,0.593694203
300,Ambiguity/Model Uncertainty,0.293438257,0.572837666
301,Ambiguity/Model Uncertainty,0.369894126,0.591433395
302,Ambiguity/Model Uncertainty,0.351393545,0.586955469
303,Ambiguity/Model Uncertainty,0.356628267,0.588223988
304,Ambiguity/Model Uncertainty,0.350250795,0.586678395
305,Ambiguity/Model Uncertainty,0.294167133,0.573016009
306,Ambiguity/Model Uncertainty,0.129330889,0.53228773
307,Ambiguity/Model Uncertainty,0.325779524,0.580732117
308,Ambiguity/Model Uncertainty,0.414163636,0.602085819
309,Ambiguity/Model Uncertainty,0.42316396,0.604240109
310,Ambiguity/Model Uncertainty,0.208086609,0.55183475
311,Ambiguity/Model Uncertainty,0.422013641,0.603964996
312,Ambiguity/Model Uncertainty,0.385494437,0.595197608
313,Ambiguity/Model Uncertainty,0.434819132,0.607023844
314,Ambiguity/Model Uncertainty,0.154726338,0.538604598
315,Ambiguity/Model Uncertainty,0.443354858,0.609058135
316,Ambiguity/Model Uncertainty,0.317538619,0.578724278
317,Ambiguity/Model Uncertainty,0.259747404,0.564574197
318,Ambiguity/Model Uncertainty,0.251084309,0.562443368
319,Ambiguity/Model Uncertainty,0.265052256,0.56587784
320,Ambiguity/Model Uncertainty,0.409217201,0.600900163
321,Ambiguity/Model Uncertainty,0.500912679,0.62267379
322,Ambiguity/Model Uncertainty,0.282357445,0.570124088
323,Ambiguity/Model Uncertainty,0.185416205,0.546221705
324,Ambiguity/Model Uncertainty,0.34425179,0.585222962
325,Ambiguity/Model Uncertainty,0.482835761,0.618417274
326,Ambiguity/Model Uncertainty,0.536021523,0.630886438
327,Ambiguity/Model Uncertainty,0.460724517,0.613186038
328,Ambiguity/Model Uncertainty,0.329804847,0.581711892
329,Ambiguity/Model Uncertainty,0.402012724,0.599171142
330,Ambiguity/Model Uncertainty,0.290969397,0.572233441
331,Ambiguity/Model Uncertainty,0.419221181,0.60329687
332,Ambiguity/Model Uncertainty,0.304150057,0.575456718
333,Ambiguity/Model Uncertainty,0.295248544,0.573280575
334,Ambiguity/Model Uncertainty,0.493582468,0.620950006
335,Ambiguity/Model Uncertainty,0.3932191,0.597057391
336,Ambiguity/Model Uncertainty,0.405691265,0.600054276
337,Ambiguity/Model Uncertainty,0.346263568,0.585711212
338,Ambiguity/Model Uncertainty,0.405588068,0.60002951
339,Ambiguity/Model Uncertainty,0.407938212,0.600593398
340,Ambiguity/Model Uncertainty,0.40838226,0.600699912
341,Ambiguity/Model Uncertainty,0.250324885,0.562256464
342,Ambiguity/Model Uncertainty,0.424975102,0.604673133
343,Ambiguity/Model Uncertainty,0.243347434,0.560538406
344,Ambiguity/Model Uncertainty,0.393916795,0.597225231
345,Ambiguity/Model Uncertainty,0.199107957,0.549613192
346,Ambiguity/Model Uncertainty,0.339413616,0.584048076
347,Ambiguity/Model Uncertainty,0.51349132,0.625624564
348,Ambiguity/Model Uncertainty,0.505788833,0.623818761
349,Ambiguity/Model Uncertainty,0.328830296,0.581474743
350,Ambiguity/Model Uncertainty,0.549653212,0.63405513
351,Ambiguity/Model Uncertainty,0.375442757,0.592773483
352,Ambiguity/Model Uncertainty,0.309754833,0.576825417
353,Ambiguity/Model Uncertainty,0.135223007,0.533754333
354,Ambiguity/Model Uncertainty,0.348855214,0.586339944
355,Ambiguity/Model Uncertainty,0.211233937,0.552612998
356,Ambiguity/Model Uncertainty,0.425663552,0.604837691
357,Ambiguity/Model Uncertainty,0.253697148,0.563086285
358,Ambiguity/Model Uncertainty,0.24543147,0.561051712
359,Ambiguity/Model Uncertainty,0.180518543,0.545007481
360,Ambiguity/Model Uncertainty,0.223465113,0.555634952
361,Ambiguity/Model Uncertainty,0.344896281,0.585379396
362,Ambiguity/Model Uncertainty,0.339253243,0.584009115
363,Ambiguity/Model Uncertainty,0.276531958,0.568695783
364,Ambiguity/Model Uncertainty,0.369855255,0.591424003
365,Ambiguity/Model Uncertainty,0.159909753,0.539892466
366,Ambiguity/Model Uncertainty,0.454758366,0.611769981
367,Ambiguity/Model Uncertainty,0.398123709,0.598236778
368,Ambiguity/Model Uncertainty,0.493095506,0.620835383
369,Ambiguity/Model Uncertainty,0.366518933,0.590617563
370,Ambiguity/Model Uncertainty,0.598547729,0.645323979
371,Ambiguity/Model Uncertainty,0.298741774,0.574134904
372,Ambiguity/Model Uncertainty,0.281615176,0.569942161
373,Ambiguity/Model Uncertainty,0.424635048,0.604591842
374,Ambiguity/Model Uncertainty,0.31887528,0.579050125
375,Ambiguity/Model Uncertainty,0.448337904,0.610243983
376,Ambiguity/Model Uncertainty,0.380222672,0.593926808
377,Ambiguity/Model Uncertainty,0.591025375,0.64360038
378,Ambiguity/Model Uncertainty,0.196108948,0.548870712
379,Ambiguity/Model Uncertainty,0.411908884,0.601545505
380,Ambiguity/Model Uncertainty,0.314949199,0.578092843
381,Ambiguity/Model Uncertainty,0.351980233,0.587097698
382,Ambiguity/Model Uncertainty,0.568009242,0.638303691
383,Ambiguity/Model Uncertainty,0.265824586,0.566067561
384,Ambiguity/Model Uncertainty,0.360820054,0.589238932
385,Ambiguity/Model Uncertainty,0.463299317,0.613796573
386,Ambiguity/Model Uncertainty,0.516385849,0.626302269
387,Ambiguity/Model Uncertainty,0.32531962,0.580620134
388,Ambiguity/Model Uncertainty,0.446017075,0.609691842
389,Ambiguity/Model Uncertainty,0.376163568,0.59294747
390,Ambiguity/Model Uncertainty,0.415987528,0.602522703
391,Ambiguity/Model Uncertainty,0.233677322,0.558154941
392,Ambiguity/Model Uncertainty,0.557552995,0.635886162
393,Ambiguity/Model Uncertainty,0.274747633,0.568258069
394,Ambiguity/Model Uncertainty,0.613003659,0.648625672
395,Ambiguity/Model Uncertainty,0.290592915,0.572141282
396,Ambiguity/Model Uncertainty,0.174795219,0.543587881
397,Ambiguity/Model Uncertainty,0.101644705,0.525389321
398,Ambiguity/Model Uncertainty,0.415217992,0.602338393
399,Ambiguity/Model Uncertainty,0.44602047,0.609692649
400,Ambiguity/Model Uncertainty,0.297805684,0.573906011
401,Ambiguity/Model Uncertainty,0.541836491,0.632239529
402,Ambiguity/Model Uncertainty,0.186561933,0.546505674
403,Ambiguity/Model Uncertainty,0.249829771,0.562134601
404,Ambiguity/Model Uncertainty,0.404514957,0.599771942
405,Ambiguity/Model Uncertainty,0.250595538,0.562323078
406,Ambiguity/Model Uncertainty,0.480227861,0.617801679
407,Ambiguity/Model Uncertainty,0.331073204,0.582020481
408,Ambiguity/Model Uncertainty,0.306204511,0.575958556
409,Ambiguity/Model Uncertainty,0.457799271,0.612491972
410,Ambiguity/Model Uncertainty,0.237245791,0.559034807
411,Ambiguity/Model Uncertainty,0.194678637,0.548516526
412,Ambiguity/Model Uncertainty,0.36404841,0.590020086
413,Ambiguity/Model Uncertainty,0.432509714,0.606472805
414,Ambiguity/Model Uncertainty,0.417825676,0.602962836
415,Ambiguity/Model Uncertainty,0.38948702,0.596159204
416,Ambiguity/Model Uncertainty,0.250814967,0.562377082
417,Ambiguity/Model Uncertainty,0.522138934,0.627647784
418,Ambiguity/Model Uncertainty,0.185367399,0.546209608
419,Ambiguity/Model Uncertainty,0.400208058,0.598737647
420,Ambiguity/Model Uncertainty,0.369486809,0.591334968
421,Ambiguity/Model Uncertainty,0.29332407,0.572809725
422,Ambiguity/Model Uncertainty,0.282710141,0.570210525
423,Ambiguity/Model Uncertainty,0.258566542,0.564283883
424,Ambiguity/Model Uncertainty,0.283811234,0.57048035
425,Ambiguity/Model Uncertainty,0.4564694,0.612176286
426,Ambiguity/Model Uncertainty,0.341613042,0.584582297
427,Ambiguity/Model Uncertainty,0.503974176,0.623392822
428,Ambiguity/Model Uncertainty,0.142537592,0.535574188
429,Ambiguity/Model Uncertainty,0.290049602,0.572008276
430,Ambiguity/Model Uncertainty,0.278466636,0.569170259
431,Ambiguity/Model Uncertainty,0.329155383,0.581553854
432,Ambiguity/Model Uncertainty,0.311198432,0.577177758
433,Ambiguity/Model Uncertainty,0.404227867,0.599703025
434,Ambiguity/Model Uncertainty,0.40213795,0.599201217
435,Ambiguity/Model Uncertainty,0.218895295,0.554506357
436,Ambiguity/Model Uncertainty,0.375294846,0.592737778
437,Ambiguity/Model Uncertainty,0.223553002,0.555656652
438,Ambiguity/Model Uncertainty,0.254608218,0.563310413
439,Ambiguity/Model Uncertainty,0.244794949,0.560894949
440,Ambiguity/Model Uncertainty,0.436589731,0.607446132
441,Ambiguity/Model Uncertainty,0.06814023,0.517028469
442,Ambiguity/Model Uncertainty,0.412141357,0.601601225
443,Ambiguity/Model Uncertainty,0.368013977,0.590978998
444,Ambiguity/Model Uncertainty,0.428608839,0.605541423
445,Ambiguity/Model Uncertainty,0.615457222,0.649184661
446,Ambiguity/Model Uncertainty,0.381747224,0.594294443
447,Ambiguity/Model Uncertainty,0.285297664,0.570844535
448,Ambiguity/Model Uncertainty,0.503977339,0.623393564
449,Ambiguity/Model Uncertainty,0.467591522,0.614813544
450,Ambiguity/Model Uncertainty,0.502862682,0.623131836
451,Ambiguity/Model Uncertainty,0.266117677,0.566139553
452,Ambiguity/Model Uncertainty,0.428302774,0.605468314
453,Ambiguity/Model Uncertainty,0.466548418,0.614566489
454,Ambiguity/Model Uncertainty,0.286081279,0.571036496
455,Ambiguity/Model Uncertainty,0.415260287,0.602348524
456,Ambiguity/Model Uncertainty,0.447622037,0.610073703
457,Ambiguity/Model Uncertainty,0.459057242,0.612790504
458,Ambiguity/Model Uncertainty,0.146752564,0.536622439
459,Ambiguity/Model Uncertainty,0.447311931,0.609999932
460,Ambiguity/Model Uncertainty,0.278426974,0.569160534
461,Ambiguity/Model Uncertainty,0.353256195,0.587406974
462,Ambiguity/Model Uncertainty,0.333288948,0.582559413
463,Ambiguity/Model Uncertainty,0.617647277,0.64968327
464,Ambiguity/Model Uncertainty,0.421537279,0.603851049
465,Ambiguity/Model Uncertainty,0.508867576,0.62454097
