"iterations","question","value","prob"
39,"Ambiguity/Model Uncertainty",0.283372912568699,0.570372943681696
40,"Ambiguity/Model Uncertainty",0.50209448560513,0.622951416699652
41,"Ambiguity/Model Uncertainty",0.354807358338953,0.587782863320802
42,"Ambiguity/Model Uncertainty",0.416409077578067,0.602623655166258
43,"Ambiguity/Model Uncertainty",0.390616078722851,0.596430998905585
44,"Ambiguity/Model Uncertainty",0.359655141857624,0.588956951064387
45,"Ambiguity/Model Uncertainty",0.47617263962346,0.616843692972377
46,"Ambiguity/Model Uncertainty",0.228120061019075,0.556783981222452
47,"Ambiguity/Model Uncertainty",0.57592384484683,0.64012894475971
48,"Ambiguity/Model Uncertainty",0.399160816396557,0.598486020546711
49,"Ambiguity/Model Uncertainty",0.431894259456211,0.606325909265821
50,"Ambiguity/Model Uncertainty",0.439722065869401,0.608192802614501
51,"Ambiguity/Model Uncertainty",0.557876358498741,0.635961028371658
52,"Ambiguity/Model Uncertainty",0.296929853047386,0.573691822889943
53,"Ambiguity/Model Uncertainty",0.381946133351386,0.594342400750638
54,"Ambiguity/Model Uncertainty",0.376450811419821,0.593016797405511
55,"Ambiguity/Model Uncertainty",0.444245349878285,0.6092701464154
56,"Ambiguity/Model Uncertainty",0.374415183306426,0.592525410011894
57,"Ambiguity/Model Uncertainty",0.210706596186435,0.552482618826188
58,"Ambiguity/Model Uncertainty",0.322888218799076,0.580027971487195
59,"Ambiguity/Model Uncertainty",0.314954872627913,0.578094226298752
60,"Ambiguity/Model Uncertainty",0.424921226686029,0.604660254405445
61,"Ambiguity/Model Uncertainty",0.464500335005047,0.614081236184372
62,"Ambiguity/Model Uncertainty",0.421999639452678,0.603961646869201
63,"Ambiguity/Model Uncertainty",0.342660070075232,0.584836540701724
64,"Ambiguity/Model Uncertainty",0.27268852069939,0.567752813445347
65,"Ambiguity/Model Uncertainty",0.356378443293628,0.588163475474016
66,"Ambiguity/Model Uncertainty",0.46008738550454,0.61303490620524
67,"Ambiguity/Model Uncertainty",0.375695091431651,0.592834393178608
68,"Ambiguity/Model Uncertainty",0.43948224709523,0.608135653680845
69,"Ambiguity/Model Uncertainty",0.477241496989611,0.617096283223823
70,"Ambiguity/Model Uncertainty",0.525742926243044,0.628489670996722
71,"Ambiguity/Model Uncertainty",0.40088169364227,0.598899478039976
72,"Ambiguity/Model Uncertainty",0.342781243530899,0.584865961648882
73,"Ambiguity/Model Uncertainty",0.25046654713927,0.562291330704879
74,"Ambiguity/Model Uncertainty",0.228122391723735,0.556784556383369
75,"Ambiguity/Model Uncertainty",0.4847039767832,0.618858033441841
76,"Ambiguity/Model Uncertainty",0.527772672556709,0.62896347355337
77,"Ambiguity/Model Uncertainty",0.242256156488094,0.56026956843601
78,"Ambiguity/Model Uncertainty",0.28740801170682,0.571361453197967
79,"Ambiguity/Model Uncertainty",0.375656741969565,0.592825136284408
80,"Ambiguity/Model Uncertainty",0.239070342128198,0.559484536996555
81,"Ambiguity/Model Uncertainty",0.250795454492258,0.562372279654347
82,"Ambiguity/Model Uncertainty",0.230496812239315,0.557370425958632
83,"Ambiguity/Model Uncertainty",0.502225671423387,0.62298222951449
84,"Ambiguity/Model Uncertainty",0.222076744849961,0.555292130964628
85,"Ambiguity/Model Uncertainty",0.368264492455302,0.591039552154892
86,"Ambiguity/Model Uncertainty",0.0803310016629232,0.520071957764353
87,"Ambiguity/Model Uncertainty",0.188956418769435,0.547099050565651
88,"Ambiguity/Model Uncertainty",0.50654058601442,0.623995157591057
89,"Ambiguity/Model Uncertainty",0.601733674578857,0.646052843414375
90,"Ambiguity/Model Uncertainty",0.392335064427024,0.596844691913842
91,"Ambiguity/Model Uncertainty",0.329290095035504,0.581586636009523
92,"Ambiguity/Model Uncertainty",0.294597066061816,0.573121196471639
93,"Ambiguity/Model Uncertainty",0.376371761069822,0.592997718631213
94,"Ambiguity/Model Uncertainty",0.314740137174587,0.578041851166178
95,"Ambiguity/Model Uncertainty",0.375787573357391,0.592856716438367
96,"Ambiguity/Model Uncertainty",0.232760141676396,0.557928736138962
97,"Ambiguity/Model Uncertainty",0.297625981819746,0.573862066026166
98,"Ambiguity/Model Uncertainty",0.370624350608581,0.59160983493228
99,"Ambiguity/Model Uncertainty",0.341385565062505,0.584527053944027
100,"Ambiguity/Model Uncertainty",0.330134210312404,0.581792031919888
101,"Ambiguity/Model Uncertainty",0.478239367624226,0.617332040972675
102,"Ambiguity/Model Uncertainty",0.151239432794974,0.53773795277233
103,"Ambiguity/Model Uncertainty",0.402108628318572,0.599194175133542
104,"Ambiguity/Model Uncertainty",0.421152055812143,0.603758893809724
105,"Ambiguity/Model Uncertainty",0.296304110309109,0.573538778239558
106,"Ambiguity/Model Uncertainty",0.630022742879461,0.652494619053729
107,"Ambiguity/Model Uncertainty",0.324284037817818,0.58036794871996
108,"Ambiguity/Model Uncertainty",0.334152000824005,0.582769278323953
109,"Ambiguity/Model Uncertainty",0.400032475174442,0.598695462597075
110,"Ambiguity/Model Uncertainty",0.458633721794828,0.612690006967864
111,"Ambiguity/Model Uncertainty",0.421768170801969,0.603906280093169
112,"Ambiguity/Model Uncertainty",0.264590737328242,0.565764459981454
113,"Ambiguity/Model Uncertainty",0.456282035775225,0.612131801938815
114,"Ambiguity/Model Uncertainty",0.553328480850802,0.634907478672936
115,"Ambiguity/Model Uncertainty",0.442560943063511,0.608869082746849
116,"Ambiguity/Model Uncertainty",0.381396077213089,0.594209775605386
117,"Ambiguity/Model Uncertainty",0.274951221653484,0.568308016530534
118,"Ambiguity/Model Uncertainty",0.319422859928234,0.579183592254948
119,"Ambiguity/Model Uncertainty",0.568279520711046,0.638366088829606
120,"Ambiguity/Model Uncertainty",0.465101406434767,0.614223671609356
121,"Ambiguity/Model Uncertainty",0.326126492808175,0.580816595477552
122,"Ambiguity/Model Uncertainty",0.302744322285765,0.575113251756116
123,"Ambiguity/Model Uncertainty",0.148327617994593,0.537014066908844
124,"Ambiguity/Model Uncertainty",0.278168526083386,0.56909715663521
125,"Ambiguity/Model Uncertainty",0.393398864253813,0.597100638211766
126,"Ambiguity/Model Uncertainty",-0.039240443573708,0.490191147723646
127,"Ambiguity/Model Uncertainty",0.437676210431321,0.607705179125422
128,"Ambiguity/Model Uncertainty",0.453738432978734,0.61152771136149
129,"Ambiguity/Model Uncertainty",0.394071969657811,0.597262557576622
130,"Ambiguity/Model Uncertainty",0.233475928206928,0.55810527345161
131,"Ambiguity/Model Uncertainty",0.320803922498652,0.579520161718334
132,"Ambiguity/Model Uncertainty",0.47038769540675,0.615475514588646
133,"Ambiguity/Model Uncertainty",0.460563529641833,0.61314785251728
134,"Ambiguity/Model Uncertainty",0.323409286426876,0.580154895933295
135,"Ambiguity/Model Uncertainty",0.406182904199248,0.600172258689803
136,"Ambiguity/Model Uncertainty",0.465697460176913,0.614364898684204
137,"Ambiguity/Model Uncertainty",0.327943681954657,0.581258959029715
138,"Ambiguity/Model Uncertainty",0.208816041154008,0.552015141216166
139,"Ambiguity/Model Uncertainty",0.285078851831698,0.570790929805659
140,"Ambiguity/Model Uncertainty",0.39473170597771,0.597421240359587
141,"Ambiguity/Model Uncertainty",0.396108327884181,0.59775228600846
142,"Ambiguity/Model Uncertainty",0.236164071220748,0.558768129501179
143,"Ambiguity/Model Uncertainty",0.283012497061816,0.570284622469965
144,"Ambiguity/Model Uncertainty",0.217227287331927,0.554094273600239
145,"Ambiguity/Model Uncertainty",0.231943844789393,0.557727391686274
146,"Ambiguity/Model Uncertainty",0.626876186858462,0.651780810057869
147,"Ambiguity/Model Uncertainty",0.288493604210133,0.57162730236935
148,"Ambiguity/Model Uncertainty",0.48072488888733,0.617919032107671
149,"Ambiguity/Model Uncertainty",0.419974067323019,0.603477044386239
150,"Ambiguity/Model Uncertainty",0.221643726063578,0.555185197543031
151,"Ambiguity/Model Uncertainty",0.304513268594949,0.575545450397791
152,"Ambiguity/Model Uncertainty",0.239800201018438,0.559664411361729
153,"Ambiguity/Model Uncertainty",0.475022467719743,0.616571816151585
154,"Ambiguity/Model Uncertainty",0.34242317673035,0.584779021187725
155,"Ambiguity/Model Uncertainty",0.356607985056894,0.588219075607546
156,"Ambiguity/Model Uncertainty",0.248548884861353,0.561819299826323
157,"Ambiguity/Model Uncertainty",0.236854454502405,0.558938334037265
158,"Ambiguity/Model Uncertainty",0.409052256603002,0.600860606003778
159,"Ambiguity/Model Uncertainty",0.294979637638456,0.573214791247393
160,"Ambiguity/Model Uncertainty",0.36111726555255,0.589310865612129
161,"Ambiguity/Model Uncertainty",0.291033997773333,0.572249253840325
162,"Ambiguity/Model Uncertainty",0.251380035933735,0.562516145567103
163,"Ambiguity/Model Uncertainty",0.310848920311614,0.577092459414323
164,"Ambiguity/Model Uncertainty",0.319608070577184,0.579228732976624
165,"Ambiguity/Model Uncertainty",0.303721042703821,0.575351903675869
166,"Ambiguity/Model Uncertainty",0.383483212595394,0.594712936000467
167,"Ambiguity/Model Uncertainty",0.284493253889422,0.570647459016216
168,"Ambiguity/Model Uncertainty",0.455813678169391,0.612020595612642
169,"Ambiguity/Model Uncertainty",0.370524366885577,0.591585677879866
170,"Ambiguity/Model Uncertainty",0.39920771446662,0.598497290124518
171,"Ambiguity/Model Uncertainty",0.371253249795193,0.591761773020718
172,"Ambiguity/Model Uncertainty",0.347678138146844,0.586054420460259
173,"Ambiguity/Model Uncertainty",0.423837209306786,0.604401094759238
174,"Ambiguity/Model Uncertainty",0.268233647257749,0.566659216658864
175,"Ambiguity/Model Uncertainty",0.311459630038137,0.577241500225381
176,"Ambiguity/Model Uncertainty",0.319059318665202,0.579094983808166
177,"Ambiguity/Model Uncertainty",0.385372844871448,0.595168311411866
178,"Ambiguity/Model Uncertainty",0.384161237204107,0.594876349405312
179,"Ambiguity/Model Uncertainty",0.510853097811532,0.625006439207309
180,"Ambiguity/Model Uncertainty",0.304849810790012,0.575627663170549
181,"Ambiguity/Model Uncertainty",0.44004755835662,0.608270362892539
182,"Ambiguity/Model Uncertainty",0.349938555035983,0.586602678594321
183,"Ambiguity/Model Uncertainty",0.373247737370858,0.592243512557934
184,"Ambiguity/Model Uncertainty",0.2616010827228,0.565029832589089
185,"Ambiguity/Model Uncertainty",0.682408845800637,0.664276114600297
186,"Ambiguity/Model Uncertainty",0.15081925713095,0.537633505596152
187,"Ambiguity/Model Uncertainty",0.431092598131345,0.606134540573883
188,"Ambiguity/Model Uncertainty",0.341280518097156,0.584501542518147
189,"Ambiguity/Model Uncertainty",0.394122068038154,0.597274608182053
190,"Ambiguity/Model Uncertainty",0.471500105802803,0.615738749804814
191,"Ambiguity/Model Uncertainty",0.325730771467275,0.580720246645808
192,"Ambiguity/Model Uncertainty",0.403769165681446,0.599592904874173
193,"Ambiguity/Model Uncertainty",0.177913864119623,0.544361511869693
194,"Ambiguity/Model Uncertainty",0.327796959733405,0.581223246858218
195,"Ambiguity/Model Uncertainty",0.377107110679099,0.593175184162666
196,"Ambiguity/Model Uncertainty",0.208104537297533,0.551839183774452
197,"Ambiguity/Model Uncertainty",0.455412597492186,0.611925354172024
198,"Ambiguity/Model Uncertainty",0.385302138535385,0.595151275101036
199,"Ambiguity/Model Uncertainty",0.501954450348456,0.622918524239309
200,"Ambiguity/Model Uncertainty",0.545847097448432,0.633171550241932
201,"Ambiguity/Model Uncertainty",0.346132857538841,0.585679493890068
202,"Ambiguity/Model Uncertainty",0.279978537885493,0.56954096220807
203,"Ambiguity/Model Uncertainty",0.478044166490001,0.617285926929604
204,"Ambiguity/Model Uncertainty",0.362328380612286,0.589603952263942
205,"Ambiguity/Model Uncertainty",0.473958813744056,0.616320325479977
206,"Ambiguity/Model Uncertainty",0.364933165903723,0.590234087679551
207,"Ambiguity/Model Uncertainty",0.368129674363722,0.591006964631388
208,"Ambiguity/Model Uncertainty",0.289072796741561,0.571769123084504
209,"Ambiguity/Model Uncertainty",0.357091627345136,0.588336217182269
210,"Ambiguity/Model Uncertainty",0.411175282706066,0.601369656084366
211,"Ambiguity/Model Uncertainty",0.454997160156668,0.611826694553954
212,"Ambiguity/Model Uncertainty",0.404270490138823,0.599713257466681
213,"Ambiguity/Model Uncertainty",0.265026123793652,0.565871420502647
214,"Ambiguity/Model Uncertainty",0.316621457038481,0.578500655398344
215,"Ambiguity/Model Uncertainty",0.288956415656261,0.571740627031708
216,"Ambiguity/Model Uncertainty",0.288150479665842,0.571543279559399
217,"Ambiguity/Model Uncertainty",0.402776452736995,0.599354549560363
218,"Ambiguity/Model Uncertainty",0.35830949255435,0.588631148366869
219,"Ambiguity/Model Uncertainty",0.488166653816803,0.619674447833103
220,"Ambiguity/Model Uncertainty",0.625707235899887,0.651515454875509
221,"Ambiguity/Model Uncertainty",0.188529136736462,0.546993175776853
222,"Ambiguity/Model Uncertainty",0.266237869273041,0.566169075260451
223,"Ambiguity/Model Uncertainty",0.441329225304588,0.608575712911119
224,"Ambiguity/Model Uncertainty",0.299284669270202,0.574267638964185
225,"Ambiguity/Model Uncertainty",0.363392161462211,0.589861331962681
226,"Ambiguity/Model Uncertainty",0.327092975512471,0.581051885347477
227,"Ambiguity/Model Uncertainty",0.446456574929251,0.609796423354716
228,"Ambiguity/Model Uncertainty",0.299629958120284,0.574352054507569
229,"Ambiguity/Model Uncertainty",0.246634550688366,0.561347976518218
230,"Ambiguity/Model Uncertainty",0.324904412331431,0.580519027807544
231,"Ambiguity/Model Uncertainty",0.410827417795928,0.601286261509673
232,"Ambiguity/Model Uncertainty",0.284989939453035,0.570769147145463
233,"Ambiguity/Model Uncertainty",0.286287967033598,0.571087123911085
234,"Ambiguity/Model Uncertainty",0.278226466997044,0.569111365172649
235,"Ambiguity/Model Uncertainty",0.289017309839812,0.571755537107291
236,"Ambiguity/Model Uncertainty",0.328368862578004,0.581362443133156
237,"Ambiguity/Model Uncertainty",0.257410401252569,0.563999604857693
238,"Ambiguity/Model Uncertainty",0.288296699972459,0.571579085841427
239,"Ambiguity/Model Uncertainty",0.155079874150273,0.538692454225339
240,"Ambiguity/Model Uncertainty",0.198564289480888,0.549478609799447
241,"Ambiguity/Model Uncertainty",0.340421914620659,0.58429300739922
242,"Ambiguity/Model Uncertainty",0.284501650744804,0.570649516319603
243,"Ambiguity/Model Uncertainty",0.292288388738137,0.57255627585224
244,"Ambiguity/Model Uncertainty",0.189293933211778,0.547182679130804
245,"Ambiguity/Model Uncertainty",0.438823803636596,0.607978731038572
246,"Ambiguity/Model Uncertainty",0.36335974873942,0.589853490493793
247,"Ambiguity/Model Uncertainty",0.393014465288907,0.597008159338556
248,"Ambiguity/Model Uncertainty",0.288600434726873,0.571653461707531
249,"Ambiguity/Model Uncertainty",0.394088996236008,0.597266653142873
250,"Ambiguity/Model Uncertainty",0.270331093361022,0.567174186096562
251,"Ambiguity/Model Uncertainty",0.400505239793701,0.598809043347201
252,"Ambiguity/Model Uncertainty",0.343908801725779,0.585139704038742
253,"Ambiguity/Model Uncertainty",0.383850881188708,0.594801551876016
254,"Ambiguity/Model Uncertainty",0.29638329423065,0.573558145884315
255,"Ambiguity/Model Uncertainty",0.422005415240225,0.603963028390408
256,"Ambiguity/Model Uncertainty",0.433688627402346,0.606754133750771
257,"Ambiguity/Model Uncertainty",0.405232894406825,0.599944267417742
258,"Ambiguity/Model Uncertainty",0.359116208249093,0.588826476174619
259,"Ambiguity/Model Uncertainty",0.410977563307367,0.601322257011254
260,"Ambiguity/Model Uncertainty",0.366690105812308,0.590658949851941
261,"Ambiguity/Model Uncertainty",0.270135236210468,0.567126104956677
262,"Ambiguity/Model Uncertainty",0.374689521627558,0.592591644313457
263,"Ambiguity/Model Uncertainty",0.356675503703713,0.588235429700854
264,"Ambiguity/Model Uncertainty",0.464094725070749,0.613985108076059
265,"Ambiguity/Model Uncertainty",0.251626224268541,0.562576729547963
266,"Ambiguity/Model Uncertainty",0.437521366721891,0.60766826383232
267,"Ambiguity/Model Uncertainty",0.32055011965647,0.579458314671031
268,"Ambiguity/Model Uncertainty",0.125794517271355,0.531407223895535
269,"Ambiguity/Model Uncertainty",0.184437387923029,0.54597908104245
270,"Ambiguity/Model Uncertainty",0.196010187922219,0.548846257620919
271,"Ambiguity/Model Uncertainty",0.543496157753424,0.63262533768285
272,"Ambiguity/Model Uncertainty",0.38732972726906,0.595639720570257
273,"Ambiguity/Model Uncertainty",0.212051960161523,0.552815230580123
274,"Ambiguity/Model Uncertainty",0.403700882911481,0.599576511349703
275,"Ambiguity/Model Uncertainty",0.205474312145555,0.551188607362869
276,"Ambiguity/Model Uncertainty",0.191116109494181,0.547634127724793
277,"Ambiguity/Model Uncertainty",0.258090620977667,0.564166866355401
278,"Ambiguity/Model Uncertainty",0.324707348533183,0.580471038723126
279,"Ambiguity/Model Uncertainty",0.228407027593311,0.556854796410673
280,"Ambiguity/Model Uncertainty",0.379747262876987,0.593812144367287
281,"Ambiguity/Model Uncertainty",0.218759281802557,0.554472757870506
282,"Ambiguity/Model Uncertainty",0.122585016590048,0.530607934737256
283,"Ambiguity/Model Uncertainty",0.15105300393279,0.537691610734119
284,"Ambiguity/Model Uncertainty",0.336812962401391,0.58341614627495
285,"Ambiguity/Model Uncertainty",0.565787460411516,0.637790586539193
286,"Ambiguity/Model Uncertainty",0.427498085468112,0.605276076360822
287,"Ambiguity/Model Uncertainty",0.428252604434326,0.605456329402691
288,"Ambiguity/Model Uncertainty",0.370921899770535,0.591681723122441
289,"Ambiguity/Model Uncertainty",0.221279021768488,0.555095130330198
290,"Ambiguity/Model Uncertainty",0.509230390249493,0.624626042655213
291,"Ambiguity/Model Uncertainty",0.322955782897294,0.580044429710093
292,"Ambiguity/Model Uncertainty",0.357648097527909,0.588470985803043
293,"Ambiguity/Model Uncertainty",0.366523383606959,0.590618638988744
294,"Ambiguity/Model Uncertainty",0.360667943768916,0.589202114788031
295,"Ambiguity/Model Uncertainty",0.288187886421042,0.57155243975942
296,"Ambiguity/Model Uncertainty",0.497724592837458,0.621924453261686
297,"Ambiguity/Model Uncertainty",0.406945405855989,0.600355218811652
298,"Ambiguity/Model Uncertainty",0.346377008176084,0.585738738005885
299,"Ambiguity/Model Uncertainty",0.379258307730698,0.593694203329685
300,"Ambiguity/Model Uncertainty",0.293438256922771,0.57283766600976
301,"Ambiguity/Model Uncertainty",0.369894126439502,0.591433395400265
302,"Ambiguity/Model Uncertainty",0.3513935448211,0.586955469066421
303,"Ambiguity/Model Uncertainty",0.356628267005164,0.588223988239425
304,"Ambiguity/Model Uncertainty",0.35025079515029,0.586678394766522
305,"Ambiguity/Model Uncertainty",0.294167133408009,0.57301600872795
306,"Ambiguity/Model Uncertainty",0.129330889350804,0.532287729876144
307,"Ambiguity/Model Uncertainty",0.32577952356905,0.580732116967628
308,"Ambiguity/Model Uncertainty",0.414163636456735,0.602085819295991
309,"Ambiguity/Model Uncertainty",0.423163959843268,0.60424010922626
310,"Ambiguity/Model Uncertainty",0.208086609054922,0.551834749888263
311,"Ambiguity/Model Uncertainty",0.42201364062253,0.60396499583181
312,"Ambiguity/Model Uncertainty",0.385494437465527,0.595197607956301
313,"Ambiguity/Model Uncertainty",0.434819131937301,0.607023843572739
314,"Ambiguity/Model Uncertainty",0.154726337788913,0.538604598215528
315,"Ambiguity/Model Uncertainty",0.443354858243322,0.609058135329974
316,"Ambiguity/Model Uncertainty",0.31753861852948,0.578724277782331
317,"Ambiguity/Model Uncertainty",0.259747404216377,0.564574197150993
318,"Ambiguity/Model Uncertainty",0.251084308926229,0.562443368250806
319,"Ambiguity/Model Uncertainty",0.265052256326397,0.565877840234571
320,"Ambiguity/Model Uncertainty",0.409217200548476,0.600900163379997
321,"Ambiguity/Model Uncertainty",0.500912679498147,0.622673790287823
322,"Ambiguity/Model Uncertainty",0.282357445259892,0.570124088043048
323,"Ambiguity/Model Uncertainty",0.185416204640089,0.546221704990205
324,"Ambiguity/Model Uncertainty",0.344251790269846,0.585222962497838
325,"Ambiguity/Model Uncertainty",0.482835761061957,0.618417274485254
326,"Ambiguity/Model Uncertainty",0.536021522512889,0.630886438100886
327,"Ambiguity/Model Uncertainty",0.46072451670078,0.613186037559777
328,"Ambiguity/Model Uncertainty",0.329804847299421,0.581711892426105
329,"Ambiguity/Model Uncertainty",0.402012723940009,0.599171142469441
330,"Ambiguity/Model Uncertainty",0.290969396941968,0.572233440772095
331,"Ambiguity/Model Uncertainty",0.419221181339183,0.603296870387784
332,"Ambiguity/Model Uncertainty",0.304150056703587,0.575456717883255
333,"Ambiguity/Model Uncertainty",0.2952485441147,0.573280575123113
334,"Ambiguity/Model Uncertainty",0.493582467653086,0.62095000629885
335,"Ambiguity/Model Uncertainty",0.393219100013097,0.597057391310064
336,"Ambiguity/Model Uncertainty",0.405691264802026,0.600054276378799
337,"Ambiguity/Model Uncertainty",0.346263567751669,0.585711211547525
338,"Ambiguity/Model Uncertainty",0.405588068455065,0.600029510120362
339,"Ambiguity/Model Uncertainty",0.407938211950966,0.600593397866371
340,"Ambiguity/Model Uncertainty",0.408382259877663,0.600699911753458
341,"Ambiguity/Model Uncertainty",0.250324884584155,0.562256464438933
342,"Ambiguity/Model Uncertainty",0.424975102459077,0.60467313313332
343,"Ambiguity/Model Uncertainty",0.243347434184413,0.560538406171839
344,"Ambiguity/Model Uncertainty",0.393916794710971,0.597225231232421
345,"Ambiguity/Model Uncertainty",0.199107956751573,0.549613192023862
346,"Ambiguity/Model Uncertainty",0.339413616107902,0.584048076249079
347,"Ambiguity/Model Uncertainty",0.513491319937549,0.625624564058114
348,"Ambiguity/Model Uncertainty",0.505788833439559,0.623818761057895
349,"Ambiguity/Model Uncertainty",0.328830296220676,0.581474742705541
350,"Ambiguity/Model Uncertainty",0.549653211534406,0.634055129694214
351,"Ambiguity/Model Uncertainty",0.375442757221996,0.592773482872558
352,"Ambiguity/Model Uncertainty",0.309754832762926,0.576825417462763
353,"Ambiguity/Model Uncertainty",0.135223006653322,0.533754333430008
354,"Ambiguity/Model Uncertainty",0.348855214139209,0.58633994382865
355,"Ambiguity/Model Uncertainty",0.211233936724569,0.552612997829195
356,"Ambiguity/Model Uncertainty",0.425663551671204,0.60483769060193
357,"Ambiguity/Model Uncertainty",0.253697147600739,0.563086284745737
358,"Ambiguity/Model Uncertainty",0.245431470311108,0.561051712475708
359,"Ambiguity/Model Uncertainty",0.180518543364692,0.545007480813447
360,"Ambiguity/Model Uncertainty",0.2234651125341,0.555634951968565
361,"Ambiguity/Model Uncertainty",0.344896280612873,0.585379395582747
362,"Ambiguity/Model Uncertainty",0.339253242788013,0.584009115283853
363,"Ambiguity/Model Uncertainty",0.276531958405455,0.568695783073751
364,"Ambiguity/Model Uncertainty",0.369855255111327,0.591424002501699
365,"Ambiguity/Model Uncertainty",0.159909752523734,0.539892466387859
366,"Ambiguity/Model Uncertainty",0.454758365752341,0.611769980612757
367,"Ambiguity/Model Uncertainty",0.398123708576285,0.598236777579558
368,"Ambiguity/Model Uncertainty",0.493095505563394,0.62083538274926
369,"Ambiguity/Model Uncertainty",0.366518932708814,0.590617562813382
370,"Ambiguity/Model Uncertainty",0.598547728754216,0.645323979212348
371,"Ambiguity/Model Uncertainty",0.298741773730615,0.574134904170002
372,"Ambiguity/Model Uncertainty",0.281615176387931,0.569942161387799
373,"Ambiguity/Model Uncertainty",0.424635047839266,0.604591842382112
374,"Ambiguity/Model Uncertainty",0.318875280079836,0.579050124857381
375,"Ambiguity/Model Uncertainty",0.44833790388765,0.610243983113391
376,"Ambiguity/Model Uncertainty",0.38022267218571,0.593926807634956
377,"Ambiguity/Model Uncertainty",0.591025374756706,0.643600379676155
378,"Ambiguity/Model Uncertainty",0.19610894780227,0.548870711836127
379,"Ambiguity/Model Uncertainty",0.41190888374777,0.601545504917079
380,"Ambiguity/Model Uncertainty",0.314949199394826,0.57809284258926
381,"Ambiguity/Model Uncertainty",0.3519802325192,0.587097697636506
382,"Ambiguity/Model Uncertainty",0.568009242192769,0.638303691396322
383,"Ambiguity/Model Uncertainty",0.2658245855375,0.566067561051347
384,"Ambiguity/Model Uncertainty",0.360820054118227,0.589238931531059
385,"Ambiguity/Model Uncertainty",0.463299317077063,0.613796573415912
386,"Ambiguity/Model Uncertainty",0.516385848544302,0.626302269213634
387,"Ambiguity/Model Uncertainty",0.325319619951167,0.580620134409511
388,"Ambiguity/Model Uncertainty",0.446017075312415,0.609691841685321
389,"Ambiguity/Model Uncertainty",0.376163567514109,0.592947469847294
390,"Ambiguity/Model Uncertainty",0.415987527755711,0.602522702945135
391,"Ambiguity/Model Uncertainty",0.233677321659327,0.558154941284162
392,"Ambiguity/Model Uncertainty",0.557552994904478,0.635886161688027
393,"Ambiguity/Model Uncertainty",0.274747633401367,0.568258068712823
394,"Ambiguity/Model Uncertainty",0.613003658644654,0.648625672377812
395,"Ambiguity/Model Uncertainty",0.290592915071754,0.572141282157562
396,"Ambiguity/Model Uncertainty",0.174795218759738,0.543587881445259
397,"Ambiguity/Model Uncertainty",0.101644705245259,0.52538932061817
398,"Ambiguity/Model Uncertainty",0.415217991910085,0.602338392969582
399,"Ambiguity/Model Uncertainty",0.446020469675067,0.609692649433693
